gc_orgID,harmonized_name,nom_harmonisé,abbreviation,abreviation,infobaseID,rg,ati,open_gov_ouvert,pop,phoenix,website,site_web,Organization Legal Name English,Organization Legal Name French,French Name,FAA,Original English Name,Names Match,Legal title,Applied title,Titre d'usage,legal_title,org_id,Harmonize_name
2278,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général,OSGG,BSGG,249,8,,osgg-bsgg,GGS,GGS00,www.gg.ca,www.gg.ca,Office of the Governor General's Secretary,Bureau du secrétaire du gouverneur général,Bureau du secrétaire du gouverneur général,1.1,Office of the Governor General's Secretary,0,Office of the Governor General's Secretary,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général,Office of the Governor General's Secretary,249.0,Office of the Secretary to the Governor General
2279,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada,PSIC,ISPC,250,46,Office of the Public Sector Integrity Commissioner of Canada,psic-ispc,INT,INT00,www.psic-ispc.gc.ca,www.psic-ispc.gc.ca,Office of the Public Sector Integrity Commissioner,Commissariat à l'intégrité du secteur public,Commissariat à l'intégrité du secteur public,1.1,Office of the Public Sector Integrity Commissioner,0,Office of the Public Sector Integrity Commissioner,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada,Office of the Public Sector Integrity Commissioner,250.0,Office of the Public Sector Integrity Commissioner of Canada
2280,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,OSFI,BSIF,253,11,Office of the Superintendent of Financial Institutions Canada,osfi-bsif,SIF,SIF00,https://www.osfi-bsif.gc.ca/en,https://www.osfi-bsif.gc.ca/fr,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Bureau du surintendant des institutions financières,1.1,Office of the Superintendent of Financial Institutions,0,Office of the Superintendent of Financial Institutions,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,Office of the Superintendent of Financial Institutions,253.0,Office of the Superintendent of Financial Institutions Canada
2281,Office of the Information Commissioner of Canada,Commissariat à l'information au Canada,OIC,CI,256,96,Office of the Information Commissioner of Canada,oic-ci,IPC,IPC00,https://www.oic-ci.gc.ca/en,https://www.oic-ci.gc.ca/fr,Office of the Information Commissioner of Canada,Commissariat à l'information au Canada,,,,0,,,,,,Office of the Information Commissioner
2282,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,OPC,CPVP,256,96,Office of the Privacy Commissioner of Canada,opc-cpvp,OPC,IPC00,https://www.priv.gc.ca/en/,https://www.priv.gc.ca/fr/,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,Commissariat à la protection de la vie privée du Canada,4,Office of the Privacy Commissioner of Canada,0,,,,,,Office of the Privacy Commissioner of Canada
2283,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,PMPRB,CEPMB,266,109,Patented Medicine Prices Review Board,pmprb-cepmb,PXR,PXR00,https://www.canada.ca/en/patented-medicine-prices-review.html,https://www.canada.ca/en/patented-medicine-prices-review.html,Patented Medicine Prices Review Board,Conseil d'examen du prix des médicaments brevetés,Conseil d'examen du prix des médicaments brevetés,1.1,Patented Medicine Prices Review Board,0,Patented Medicine Prices Review Board,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,Patented Medicine Prices Review Board,266.0,Patented Medicine Prices Review Board Canada
2284,Privy Council Office,Bureau du Conseil privé,PCO,BCP,278,25,Privy Council Office,pco-bcp,PCO,PCO00,www.pco-bcp.gc.ca,www.pco-bcp.gc.ca,Privy Council Office,Bureau du Conseil privé,Bureau du Conseil privé,1.1,Privy Council Office,0,Privy Council Office,Privy Council Office,Bureau du Conseil privé,Privy Council Office,278.0,Privy Council Office
2285,Public Health Agency of Canada,Agence de la santé publique du Canada,PHAC,ASPC,280,148,Public Health Agency of Canada,phac-aspc,AHS,AHS00,www.phac-aspc.gc.ca,www.phac-aspc.gc.ca,Public Health Agency of Canada,Agence de la santé publique du Canada,Agence de la santé publique du Canada,1.1,Public Health Agency of Canada,0,Public Health Agency of Canada,Public Health Agency of Canada,Agence de la santé publique du Canada,Public Health Agency of Canada,280.0,Public Health Agency of Canada
2286,Public Service Commission of Canada,Commission de la fonction publique du Canada,PSC,CFP,282,4,Public Service Commission of Canada,psc-cfp,PSC,PSC00,https://www.canada.ca/en/public-service-commission.html,https://www.canada.ca/fr/commission-fonction-publique.html,Public Service Commission,Commission de la fonction publique,Commission de la fonction publique,1.1,Public Service Commission,0,Public Service Commission,Public Service Commission of Canada,Commission de la fonction publique du Canada,Public Service Commission,282.0,Public Service Commission of Canada
2287,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,SCC,CSC,288,80,,scc-csc,SUC,,www.scc-csc.ca,www.scc-csc.ca,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,Registraire de la Cour suprême du Canada et le secteur de l'administration publique fédérale nommé en vertu du paragraphe 12(2) de la Loi sur la Cour suprême,1.1,Registrar of the Supreme Court of Canada,0,,,,Registrar of the Supreme Court of Canada,288.0,Registrar of the Supreme Court of Canada
2288,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCMP,GRC,295,30,Royal Canadian Mounted Police,rcmp-grc,RCM,RCM00,www.rcmp-grc.gc.ca,www.rcmp-grc.gc.ca,Royal Canadian Mounted Police,Gendarmerie royale du Canada,Gendarmerie royale du Canada,1.1,Royal Canadian Mounted Police,0,Royal Canadian Mounted Police,,,Royal Canadian Mounted Police,295.0,Royal Canadian Mounted Police
2289,RCMP External Review Committee,Comité externe d'examen de la GRC,ERC,CEE,296,,Royal Canadian Mounted Police External Review Committee,erc-cee,REC,,www.erc-cee.gc.ca,www.erc-cee.gc.ca,Royal Canadian Mounted Police External Review Committee,Comité externe d'examen de la Gendarmerie royale du Canada,Comité externe d'examen de la Gendarmerie royale du Canada,1.1,Royal Canadian Mounted Police External Review Committee,0,Royal Canadian Mounted Police External Review Committee,RCMP External Review Committee,Comité externe d'examen de la GRC,Royal Canadian Mounted Police External Review Committee,296.0,RCMP External Review Committee
2290,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la GRC,CRCC,CCETP,297,,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,cpc-cpp,RPP,,www.crcc-ccetp.gc.ca/,www.crcc-ccetp.gc.ca/fr,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,1.1,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,0,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la GRC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,297.0,Civilian Review and Complaints Commission for the RCMP
2291,National Security and Intelligence Review Agency Secretariat,Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement,,,302,196,,,NRA,NRA00,https://nsira-ossnr.gc.ca/,https://nsira-ossnr.gc.ca/fr/,National Security and Intelligence Review Agency Secretariat,Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement,Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement,1.1,National Security and Intelligence Review Agency Secretariat,0,National Security and Intelligence Review Agency Secretariat,,,National Security and Intelligence Review Agency Secretariat,302.0,National Security and Intelligence Review Agency Secretariat
2292,Shared Services Canada,Services partagés Canada,SSC,SPC,305,163,Shared Services Canada,ssc-spc,GSS,GSS00,https://www.canada.ca/en/shared-services.html,https://www.canada.ca/fr/services-partages.html,Shared Services Canada,Services partagés Canada,Services partagés Canada,1.1,Shared Services Canada,0,Shared Services Canada,Shared Services Canada,Services partagés Canada,Shared Services Canada,305.0,Shared Services Canada
2293,Statistics Canada,Statistique Canada,StatCan,StatCan,313,54,Statistics Canada,statcan,STC,STC00,www.statcan.gc.ca,www.statcan.gc.ca,Statistics Canada,Statistique Canada,Statistique Canada,1.1,Statistics Canada,0,Statistics Canada,Statistics Canada,Statistique Canada,Statistics Canada,313.0,Statistics Canada
2294,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),VRAB,TACRA,333,,Veterans Review and Appeal Board,vrab-tacra,AVC,AVC00,www.vrab-tacra.gc.ca,www.vrab-tacra.gc.ca,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),Tribunal des anciens combattants (révision et appel),1.1,Veterans Review and Appeal Board,0,Veterans Review and Appeal Board,,,Veterans Review and Appeal Board,333.0,Veterans Review and Appeal Board
2295,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,SNSICP,SCPSNR,345,192,Secretariat of the National Security and Intelligence Committee of Parliamentarians,snsicp-scpssnr,NSI,NSI00,https://www.nsicop-cpsnr.ca/index-en.html,https://www.nsicop-cpsnr.ca/index-fr.html,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,1.1,Secretariat of the National Security and Intelligence Committee of Parliamentarians,0,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,Secretariat of the National Security and Intelligence Committee of Parliamentarians,345.0,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2296,Leaders' Debates Commission,Commission des débats des chefs,,,350,193,,,LDC,LDC00,https://www.debates-debats.ca/en/,https://www.debates-debats.ca/fr/,Leaders' Debates Commission,Commission des débats des chefs,Commission des débats des chefs,1.1,Leaders' Debates Commission,0,Leaders' Debates Commission,,,Leaders' Debates Commission,350.0,Leaders' Debates Commission
2297,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,ATSSC,SCDATA,539,170,Administrative Tribunals Support Service of Canada,atssc-scdata,ATS,ATS00,www.canada.ca/en/administrative-tribunals-support-service.html,www.canada.ca/fr/service-canadien-appui-tribunaux-administratifs.html,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Service canadien d'appui aux tribunaux administratifs,1.1,Administrative Tribunals Support Service of Canada,0,Administrative Tribunals Support Service of Canada,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Administrative Tribunals Support Service of Canada,539.0,Administrative Tribunals Support Service of Canada
2298,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,PacifiCan,PacifiCan,560,240,Pacific Economic Development Canada (PacifiCan),pacifican,PED,,https://www.canada.ca/en/pacific-economic-development.html,https://www.canada.ca/fr/developpement-economique-pacifique.html,Pacific Economic Development Agency of Canada,Agence de développement économique du Pacifique Canada,Agence de développement économique du Pacifique Canada,1.1,Pacific Economic Development Agency of Canada,0,Pacific Economic Development Agency of Canada,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,Pacific Economic Development Agency of Canada,560.0,Pacific Economic Development Canada
2299,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,FedNor,FedNor,561,200,Federal Economic Development Agency for Northern Ontario,fednor,NOR,,http://fednor.gc.ca/eic/site/fednor-fednor.nsf/eng/home,http://fednor.gc.ca/eic/site/fednor-fednor.nsf/fra/accueil,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,1.1,Federal Economic Development Agency for Northern Ontario,0,Federal Economic Development Agency for Northern Ontario,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Federal Economic Development Agency for Northern Ontario,561.0,Federal Economic Development Agency for Northern Ontario
2300,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,ASFC,26,85,Canada Border Services Agency,cbsa-asfc,BSF,BSF00,www.cbsa.gc.ca,www.asfc.gc.ca,Canada Border Services Agency,Agence des services frontaliers du Canada,Agence des services frontaliers du Canada,2,Canada Border Services Agency,0,Canada Border Services Agency,Canada Border Services Agency,Agence des services frontaliers du Canada,Canada Border Services Agency,26.0,Canada Border Services Agency
2301,Canada Emission Reduction Incentives Agency,Agence canadienne pour l'incitation à la réduction des émissions,,,32,,,ceria-acire,RED,,,,Canada Emission Reduction Incentives Agency,Agence canadienne pour l'incitation à la réduction des émissions,Agence canadienne pour l'incitation à la réduction des émissions,2,Canada Emission Reduction Incentives Agency,0,Canada Emission Reduction Incentives Agency,,,Canada Emission Reduction Incentives Agency,32.0,Canada Emission Reduction Incentives Agency
2302,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,CEIC,CAEC,33,,,ceic-caec,CEI,,www.esdc.gc.ca/eng/jobs/ei/commission/index.shtml,www.edsc.gc.ca/fra/emplois/ae/commission/index.shtml,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,Commission de l'assurance-emploi du Canada,2,Canada Employment Insurance Commission,0,Canada Employment Insurance Commission,Canada Employment Insurance Commission,Commission de l'assurance-emploi du Canada,Canada Employment Insurance Commission,33.0,Canada Employment Insurance Commission
2303,Canada Revenue Agency,Agence du revenu du Canada,CRA,ARC,46,130,Canada Revenue Agency,cra-arc,NAR,NAR00,www.canada.ca/en/revenue-agency.html,www.canada.ca/fr/agence-revenu.html,Canada Revenue Agency,Agence du revenu du Canada,Agence du revenu du Canada,2,Canada Revenue Agency,0,Canada Revenue Agency,,,Canada Revenue Agency,46.0,Canada Revenue Agency
2304,Canada School of Public Service,École de la fonction publique du Canada,CSPS,EFPC,47,52,Canada School of Public Service,csps-efpc,CES,CES00,www.csps-efpc.gc.ca,www.csps-efpc.gc.ca,Canada School of Public Service,École de la fonction publique du Canada,École de la fonction publique du Canada,2,Canada School of Public Service,0,Canada School of Public Service,Canada School of Public Service,École de la fonction publique du Canada,Canada School of Public Service,47.0,Canada School of Public Service
2305,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,CCOHS,CCHST,55,100,Canadian Centre for Occupational Health and Safety,ccohs-cchst,OCC,OCC00,www.ccohs.ca,www.cchst.ca,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,Centre canadien d'hygiène et de sécurité au travail,2,Canadian Centre for Occupational Health and Safety,0,Canadian Centre for Occupational Health and Safety,,,Canadian Centre for Occupational Health and Safety,55.0,Canadian Centre for Occupational Health and Safety
2306,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,CFIA,ACIA,65,136,Canadian Food Inspection Agency,cfia-acia,ICA,ICA00,www.inspection.gc.ca,www.inspection.gc.ca,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Agence canadienne d'inspection des aliments,2,Canadian Food Inspection Agency,0,Canadian Food Inspection Agency,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Canadian Food Inspection Agency,65.0,Canadian Food Inspection Agency
2307,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,CIHR,IRSC,74,61,Canadian Institutes of Health Research,cihr-irsc,CRI,CRI00,www.cihr-irsc.gc.ca,www.irsc-cihr.gc.ca,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,Instituts de recherche en santé du Canada,2,Canadian Institutes of Health Research,0,Canadian Institutes of Health Research,,,Canadian Institutes of Health Research,74.0,Canadian Institutes of Health Research
2308,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,CNSC,CCSN,87,47,Canadian Nuclear Safety Commission,cnsc-ccsn,CSN,CSN00,https://www.cnsc-ccsn.gc.ca/eng/,https://www.cnsc-ccsn.gc.ca/fra/,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Commission canadienne de sûreté nucléaire,2,Canadian Nuclear Safety Commission,0,Canadian Nuclear Safety Commission,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Canadian Nuclear Safety Commission,87.0,Canadian Nuclear Safety Commission
2309,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,TSB,BST,98,101,Transportation Safety Board of Canada,tsb-bst,TSB,TSB00,www.tsb-bst.gc.ca,www.bst-tsb.gc.ca,Canadian Transportation Accident Investigation and Safety Board,Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports,Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports,2,Canadian Transportation Accident Investigation and Safety Board,0,Canadian Transportation Accident Investigation and Safety Board,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,Canadian Transportation Accident Investigation and Safety Board,98.0,Transportation Safety Board of Canada
2310,Law Commission of Canada,Commission du droit du Canada,,,198,131,,org231,CLD,CLD00,,,Law Commission of Canada,Commission du droit du Canada,Commission du droit du Canada,2,Law Commission of Canada,0,Law Commission of Canada,Law Commission of Canada,Commission du droit du Canada,Law Commission of Canada,198.0,Law Commission of Canada
2311,The National Battlefields Commission,Commission des champs de bataille nationaux,NBC,CCBN,218,102,The National Battlefields Commission,nbc-ccbn,NBC,NBC00,www.ccbn-nbc.gc.ca,www.ccbn-nbc.gc.ca,The National Battlefields Commission,Commission des champs de bataille nationaux,Commission des champs de bataille nationaux,2,The National Battlefields Commission,0,The National Battlefields Commission,The National Battlefields Commission,Commission des champs de bataille nationaux,The National Battlefields Commission,218.0,The National Battlefields Commission
2312,Canada Energy Regulator,Régie de l'énergie du Canada,CER,REC,221,195,National Energy Board,cer-rec,ERG,ENR00,https://www.cer-rec.gc.ca/index-eng.html,https://www.cer-rec.gc.ca/index-fra.html,Canadian Energy Regulator,Régie canadienne de l'énergie,Régie canadienne de l'énergie,2,Canadian Energy Regulator,0,Canadian Energy Regulator,Canada Energy Regulator,Régie de l'énergie du Canada,Canadian Energy Regulator,221.0,Canada Energy Regulator
2313,National Research Council Canada,Conseil national de recherches Canada,NRC,CNRC,228,35,National Research Council of Canada,nrc-cnrc,NRC,NRC00,https://nrc.canada.ca/en,https://nrc.canada.ca/fr,National Research Council of Canada,Conseil national de recherches du Canada,Conseil national de recherches du Canada,2,National Research Council of Canada,0,National Research Council of Canada,National Research Council Canada,Conseil national de recherches Canada,National Research Council of Canada,228.0,National Research Council Canada
2314,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,NSERC,CRSNG,230,27,Natural Sciences and Engineering Research Council of Canada,nserc-crsng,NSE,NSE00,www.nserc-crsng.gc.ca,www.nserc-crsng.gc.ca,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,Conseil de recherches en sciences naturelles et en génie,2,Natural Sciences and Engineering Research Council,0,Natural Sciences and Engineering Research Council,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,Natural Sciences and Engineering Research Council,230.0,Natural Sciences and Engineering Research Council of Canada
2315,Parks Canada,Parcs Canada,PC,PC,263,124,Parks Canada Agency,pc,CAP,CAP00,www.pc.gc.ca,www.pc.gc.ca,Parks Canada Agency,Agence Parcs Canada,Agence Parcs Canada,2,Parks Canada Agency,0,Parks Canada Agency,Parks Canada,Parcs Canada,Parks Canada Agency,263.0,Parks Canada
2316,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,SSHRC,CRSH,306,63,Social Sciences and Humanities Research Council,sshrc-crsh,SSH,SSH00,www.sshrc-crsh.gc.ca,www.sshrc-crsh.gc.ca,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Conseil de recherches en sciences humaines,2,Social Sciences and Humanities Research Council,0,Social Sciences and Humanities Research Council,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,Social Sciences and Humanities Research Council,306.0,Social Sciences and Humanities Research Council of Canada
2317,Invest in Canada Hub,Investir au Canada,,,347,180,Invest in Canada,iic-iac,ICH,,,,Invest in Canada Hub,Investir au Canada,Investir au Canada,2,Invest in Canada Hub,0,Invest in Canada Hub,,,Invest in Canada Hub,347.0,Invest in Canada Hub
2318,Polar Knowledge Canada,Savoir polaire Canada,POLAR,POLAIRE,552,171,Polar Knowledge Canada,polar-polaire,CHR,CHR00,www.canada.ca/en/polar-knowledge.html,www.canada.ca/fr/savoir-polaire.html,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,Station canadienne de recherche dans l'Extrême-Arctique,2,Canadian High Arctic Research Station,0,Canadian High Arctic Research Station,Polar Knowledge Canada,Savoir polaire Canada,Canadian High Arctic Research Station,552.0,Polar Knowledge Canada
2319,Accessibility Standards Canada,Normes d'accessibilité Canada,ASC,NAC,558,199,Canadian Accessibility Standards Development Organization,casdo-ocena,CAQ,CAQ00,https://accessible.canada.ca/,https://accessibilite.canada.ca/,Canadian Accessibility Standards Development Organization,Organisation canadienne d'élaboration de normes d'accessibilité,Organisation canadienne d'élaboration de normes d'accessibilité,2,Canadian Accessibility Standards Development Organization,0,Canadian Accessibility Standards Development Organization,Accessibility Standards Canada,Normes d'accessibilité Canada,Canadian Accessibility Standards Development Organization,558.0,Accessibility Standards Canada
2396,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,CRTC,CRTC,93,16,Canadian Radio-television and Telecommunications Commission,crtc,RTC,RTC00,www.crtc.gc.ca,www.crtc.gc.ca,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Conseil de la radiodiffusion et des télécommunications canadiennes,1.1,Canadian Radio-television and Telecommunications Commission,0,Canadian Radio-television and Telecommunications Commission,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,93.0,Canadian Radio-television and Telecommunications Commission
3399,African Development Bank,Banque africaine de développement,,,7,,,,,,www.afdb.org,www.afdb.org,African Development Bank,Banque africaine de développement,,,,0,,,,African Development Bank,7.0,African Development Bank
3400,Asian Development Bank,Banque asiatique de développement,,,8,,,,,,www.adb.org,www.adb.org,Asian Development Bank,Banque asiatique de développement,,,,0,,,,Asian Development Bank,8.0,Asian Development Bank
3401,Caribbean Development Bank,Banque de développement des Caraïbes,,,103,,,,,,www.caribank.org,www.caribank.org,Caribbean Development Bank,Banque de développement des Caraïbes,,,,0,,,,Caribbean Development Bank,103.0,Caribbean Development Bank
3402,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,,,145,,,,,,www.ebrd.com,www.ebrd.com,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,,,,0,,,,European Bank for Reconstruction and Development,145.0,European Bank for Reconstruction and Development
3403,Inter-American Development Bank,Banque interaméricaine de développement,,,181,,,,,,www.iadb.org,www.iadb.org,Inter-American Development Bank,Banque interaméricaine de développement,,,,0,,,,Inter-American Development Bank,181.0,Inter-American Development Bank
3404,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,,,183,,,,,,www.worldbank.org,www.banquemondiale.org,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,,,,0,,,,International Bank for Reconstruction and Development,183.0,International Bank for Reconstruction and Development
3405,International Development Association,Association internationale de développement,,,185,,,,,,www.worldbank.org,www.banquemondiale.org,International Development Association,Association internationale de développement,,,,0,,,,International Development Association,185.0,International Development Association
3406,International Finance Corporation,Société financière internationale,,,187,,,,,,www.ifc.org,www.ifc.org,International Finance Corporation,Société financière internationale,,,,0,,,,International Finance Corporation,187.0,International Finance Corporation
3407,International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),,,189,24,,,IJC,,www.ijc.org,www.ijc.org,International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),Commission mixte internationale (section canadienne),4,International Joint Commission (Canadian Section),0,,,,International Joint Commission (Canadian Section),189.0,International Joint Commission (Canadian Section)
3408,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,,,190,,,,,,,,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,,,,0,,,,International Lake Memphremagog Levels Board,190.0,International Lake Memphremagog Levels Board
3409,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,,,191,,,,,,ijc.org/en/ilwcb,ijc.org/fr/ilwcb,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,,,,0,,,,International Lake of the Woods Control Board,191.0,International Lake of the Woods Control Board
3410,International Monetary Fund,Fonds monétaire international,,,192,,,,,,www.imf.org,www.imf.org,International Monetary Fund,Fonds monétaire international,,,,0,,,,International Monetary Fund,192.0,International Monetary Fund
3411,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,,,213,,,,,,www.miga.org,www.miga.org,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,,,,0,,,,Multilateral Investment Guarantee Agency,213.0,Multilateral Investment Guarantee Agency
3412,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),,,233,,,,,,www.cec.org,www.cec.org,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),,,,0,,,,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),233.0,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC)
3413,World Anti-Doping Agency,Agence mondiale antidopage,,,341,,,,,,www.wada-ama.org/en,www.wada-ama.org/fr,World Anti-Doping Agency,Agence mondiale antidopage,,,,0,,,,World Anti-Doping Agency,341.0,World Anti-Doping Agency
3414,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,,,351,,,,,,www.aiib.org,www.aiib.org,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,,,,0,,,,Asian Infrastructure Investment Bank,351.0,Asian Infrastructure Investment Bank
3415,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,,,201,,,,,,,,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,,,,0,,,,Lower Churchill Development Corporation Limited,201.0,Lower Churchill Development Corporation Limited
3416,North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),,,234,,,,,,https://www.theforks.com/about/partnership,https://www.theforks.com/about/partnership,North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),,,,0,,,,North Portage Development Corporation (operating as The Forks North Portage Partnership),234.0,North Portage Development Corporation (operating as The Forks North Portage Partnership)
3417,Communication Canada,Communication Canada,,,108,,,,CIO,,,,Communication Canada,Communication Canada,Communication Canada,4,Communication Canada,0,,,,Communication Canada,108.0,Communication Canada
3418,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,,,252,,,,OSB,,,,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,Bureau du surintendant des faillites,4,Office of the Superintendent of Bankruptcy,0,,,,Office of the Superintendent of Bankruptcy,252.0,Office of the Superintendent of Bankruptcy Canada
3419,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,,,273,,,,REA,,,,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,Administration du rétablissement agricole des Prairies,4,Prairie Farm Rehabilitation Administration,0,,,,Prairie Farm Rehabilitation Administration,273.0,Prairie Farm Rehabilitation Administration
3420,Commissioner of Canada Election,Commissaire aux élections fédérales,,,342,,,occe-bcef,OCE,,,,Commissioner of Canada Election,Commissaire aux élections fédérales,,,,0,,,,Commissioner of Canada Election,342.0,Commissioner of Canada Election
